phase,iteration,elapsed_seconds,events,runtime_events_per_second,end_to_end_events_per_second,latency_p95_ms,cpu_percent,rss_bytes,rss_delta_bytes,gc_runs,allocated_objects,failures,ordering_failures
streams,47,103.74433433500235,10000,16782.634165270934,4902.668434028519,1418.348134997359,185.43348699883762,92372992,12111872,670,66417376,0,0
streams,48,105.8248129190033,10000,16040.168585828404,4850.674738230591,1430.6579219992273,182.8832363121035,94375936,14114816,682,67832537,0,0
streams,49,108.2310785180016,10000,10897.951941987065,4203.660394967476,1435.5970379983773,125.44862972104977,92045312,11784192,694,69241917,0,0
streams,50,110.50687431000551,10000,14237.224333430964,4429.103873104591,1504.6628290001536,171.5968953443235,96018432,15757312,707,70655887,0,0
streams,51,112.48428798000532,10000,17912.318780488622,5102.709549833588,1412.7632189993165,194.2183649197384,96866304,16605184,721,72071139,0,0
streams,52,114.58693320100429,10000,13635.353300137962,4804.348654262681,1317.8301270017982,162.03250940742592,95121408,14860288,734,73484751,0,0
streams,53,117.27556605599966,10000,9885.191820336751,3752.544555433681,1662.8354780041263,118.3730144077133,90836992,10575872,750,74893293,0,0
streams,54,119.22754183100187,10000,17066.118279170605,5171.227928005682,1328.0465650022961,186.1409628821915,92348416,12087296,763,76308567,0,0
streams,55,121.21483276500658,10000,17935.67475364465,5090.170738131178,1370.134077995317,197.31526068153804,90157056,9895936,777,77724059,0,0
streams,56,123.67393115400046,10000,10973.588719467896,4112.908556069193,1514.835273999779,124.90847870616513,96153600,15892480,793,79133889,0,0
streams,57,125.91503901100077,10000,16436.09058657167,4498.224539310562,1577.5549179961672,182.65203395634217,92332032,12070912,805,80548448,0,0
streams,58,127.9473077290022,10000,16630.877157760686,4964.083963947735,1389.359337001224,182.82531444846663,95117312,14856192,820,81963491,0,0
streams,59,130.1397503890039,10000,14894.664870533848,4606.935814747598,1481.6754839994246,166.2384578122562,91693056,11431936,836,83378625,0,0
streams,60,132.68101678600215,10000,10395.000421446053,3966.3213482674087,1567.0416740031214,121.78648044830753,90910720,10649600,853,84787261,0,0
streams,61,134.80572596200363,10000,15557.271346290208,4759.796468991484,1438.4670159997768,176.70802889313302,96841728,16580608,870,86201840,0,0
streams,62,136.7795240780033,10000,17580.220819885937,5114.146094077721,1359.4326399979764,193.73546235549023,92569600,12308480,882,87617471,0,0
streams,63,139.16116824100027,10000,12110.382620712842,4237.257173088965,1538.0819359997986,136.42106091332732,95518720,15257600,895,89027682,0,0
streams,64,141.4100063710066,10000,17407.342686277698,4497.828768289705,1606.11529200105,189.50050850432982,96296960,16035840,912,90442935,0,0
streams,65,143.3595376240046,10000,18577.9915547876,5176.253952378818,1387.3809550059377,201.4807112569848,93515776,13254656,923,91858011,0,0
streams,66,145.32305616800295,10000,17884.276146262924,5141.893135149082,1367.1043409995036,196.4844340049575,96309248,16048128,936,93273372,0,0
streams,67,147.92636864600354,10000,12471.592253916388,3871.139941728139,1768.693523001275,136.4182404183671,97685504,17424384,951,94684503,0,0
streams,68,149.90210283100168,10000,17619.306757140985,5113.598446300468,1347.9527279996546,195.71282535109268,90107904,9846784,964,96099594,0,0
streams,69,151.893027558006,10000,18166.098396271434,5070.222883553894,1390.0752429981367,197.53121105990923,91869184,11608064,981,97515279,0,0
streams,70,154.26092656600667,10000,11285.637335510271,4259.620831252436,1463.2193319994258,125.44826441402594,91537408,11276288,995,98926017,0,0
streams,71,156.57759694800188,10000,13709.172922917844,4353.890268616885,1518.6021750050713,163.2399691454523,91443200,11182080,1009,100339571,0,0
streams,72,158.7862515720044,10000,12126.202501928728,4566.716942890139,1348.1658470045659,156.07707912563856,92520448,12259328,1025,101751917,0,0
streams,73,160.7675037709996,10000,16976.831626300253,5091.945211415337,1385.7247969935997,188.24055363102016,91963392,11702272,1038,103167675,0,0
streams,74,163.32688411900017,10000,11021.00830667197,3940.9945841340777,1636.5330599946901,126.01182436292117,92459008,12197888,1052,104577463,0,0
streams,75,165.38164767400303,10000,18432.21013827827,4908.45712489985,1482.819360004214,197.58837441570947,96948224,16687104,1066,105992857,0,0
streams,76,167.36491464200662,10000,16567.999452797532,5104.828782098366,1329.0747589999228,183.75485850140797,93138944,12877824,1082,107407477,0,0
streams,77,169.71609766900656,10000,11307.182697046423,4290.196999169706,1458.0470459986827,127.09573229272702,89686016,9424896,1099,108817359,0,0
streams,78,172.1156921590009,10000,18095.693112217676,4198.00293242163,1771.9406629985315,195.3156071907523,92487680,12226560,1116,110232671,0,0
streams,79,174.09692433199962,10000,16971.91521752315,5112.494126995507,1321.2308209986077,188.6095233006698,93097984,12836864,1133,111646936,0,0
streams,80,176.17752880100306,10000,16596.328163940227,4862.83190488232,1456.223469998804,187.96521611402102,91897856,11636736,1146,113062026,0,0
streams,81,178.7688208940017,10000,11232.268915831855,3889.1944739216674,1650.3542450009263,127.82929804287515,92991488,12730368,1160,114471797,0,0
streams,82,180.86323910899955,10000,16412.446648710174,4829.235595002811,1440.8689040064928,182.26450154888087,96391168,16130048,1176,115886767,0,0
streams,83,183.0075801280036,10000,14475.621138148827,4703.097716292398,1435.8761920011602,171.74511384774277,90980352,10719232,1188,117301211,0,0
streams,84,185.3861950280043,10000,10821.78543496659,4241.0805079808915,1442.2405730001628,126.60134569176573,95358976,15097856,1203,118709867,0,0
streams,85,187.60096400200564,10000,18385.73682938608,4551.676387084506,1615.5453989995294,193.2770043641771,96509952,16248832,1213,120125199,0,0
streams,86,189.63670999100577,10000,17229.99301807072,4957.030548287026,1413.4636930029956,187.45079493137814,100007936,19746816,1223,121540214,0,0
streams,87,191.6240688970065,10000,16529.55827846272,5090.618082287596,1369.9551030003931,187.60142132020442,97734656,17473536,1238,122955315,0,0
streams,88,194.1634288130008,10000,11160.40702575983,3982.383174552744,1618.4808339967276,131.46044992593346,94277632,14016512,1253,124365163,0,0
streams,89,196.331326628002,10000,17115.35479221075,4651.43411859937,1516.112206998514,195.9353421672336,94932992,14671872,1268,125779713,0,0
streams,90,198.3868308500023,10000,14746.512051317311,4910.790313076147,1340.302985998278,172.9417984552325,94666752,14405632,1279,127194129,0,0
streams,91,200.93081482600246,10000,8811.343613852803,3968.676766191329,1406.898931003525,107.09039277978366,96907264,16646144,1291,128600729,0,0
streams,92,203.13766676500381,10000,15345.619144546392,4569.798261696013,1509.0912330051651,168.88536242219678,99123200,18862080,1302,130014483,0,0
streams,93,205.1617532110031,10000,17312.30193106891,4990.92624404942,1392.0334619979258,191.19365234949234,102662144,22401024,1312,131429141,0,0
streams,94,207.20394253500126,10000,17677.652059285192,4939.201284584303,1439.1571500018472,194.0841088607055,97423360,17162240,1323,132844035,0,0
streams,95,209.68265697199968,10000,11075.836013318407,4073.954957365172,1534.2577100018389,125.70747182257283,100536320,20275200,1335,134252573,0,0
streams,96,211.84271266500582,10000,16320.249354557985,4668.925779627219,1498.7473569999565,182.1657726841801,102686720,22425600,1346,135667221,0,0
streams,97,213.89971109700127,10000,16553.297518546686,4904.36753296368,1407.2707960003754,185.77351045642277,104239104,23977984,1358,137081944,0,0
streams,98,216.01417574700463,10000,13906.032728848999,4793.789932010307,1350.0701680022758,156.380254201283,105521152,25260032,1368,138495408,0,0
streams,99,218.62979879700288,10000,10475.335002501883,3859.4565810237555,1580.1109439998982,127.20256824078105,107663360,27402240,1378,139905944,0,0
streams,100,220.60427770800015,10000,17995.25962399288,5111.35771049942,1360.0826440015226,191.7884700714776,111284224,31023104,1386,141320984,0,0
streams,101,222.65141532300186,10000,15019.257210969261,4927.246063364382,1342.6344389954465,175.30288840369806,111050752,30789632,1394,142734475,0,0
streams,102,225.23512399100582,10000,9528.678242807053,3907.189028774533,1636.4420159952715,114.10715210997562,112500736,32239616,1404,144142785,0,0
streams,103,227.36957711700234,10000,15301.876935435801,4725.163101917568,1426.3334269999177,178.55309463873107,112119808,31858688,1412,145556717,0,0
streams,104,229.3284505180054,10000,17113.22611976695,5155.532711459572,1326.3950539985672,188.75627587423807,107266048,27004928,1422,146971276,0,0
streams,105,231.53037889400002,10000,14338.149533503616,4584.525804019754,1457.746023996151,158.83000478965855,108572672,28311552,1432,148384604,0,0
streams,106,234.00811396800418,10000,11728.11173149394,4080.22819188354,1610.704878999968,131.52948027894652,109801472,29540352,1444,149795554,0,0
streams,107,236.0016774100004,10000,16557.47283770355,5066.743862211574,1330.8522849984001,185.27247114744526,106618880,26357760,1451,151210139,0,0
streams,108,238.1054716360013,10000,16583.37547474141,4794.994190254174,1439.5615699977498,182.69993564497923,107474944,27213824,1461,152623745,0,0
streams,109,240.43511714800115,10000,12333.847578758763,4337.938694962293,1479.3836850003572,136.24642672292023,108552192,28291072,1470,154033637,0,0
streams,110,242.7953603890055,10000,12715.022101712237,4268.729351292427,1519.1943289974006,159.6845855926811,109674496,29413376,1481,155446291,0,0
streams,111,244.84580489200016,10000,15240.333575786011,4920.189074277425,1381.0761619970435,168.09682053528513,110428160,30167040,1491,156858943,0,0
streams,112,246.93647136900108,10000,14890.029161029795,4830.9172582778565,1377.1765199999209,164.54441096145482,109338624,29077504,1500,158272343,0,0
streams,113,249.54248054500204,10000,12505.266827576796,3864.062552964232,1742.210452001018,138.82135546651725,111132672,30871552,1510,159681877,0,0
streams,114,251.59469694700238,10000,15126.44771704667,4915.258505401457,1348.8192410004558,176.6927022541082,111972352,31711232,1520,161095188,0,0
streams,115,253.56833594100317,10000,16988.176831848785,5113.463568660394,1350.5265450003208,189.98031877068235,112668672,32407552,1530,162510019,0,0
streams,116,255.88666883100086,10000,11967.28746281443,4352.173277947407,1462.6851150023867,135.44756656454194,113577984,33316864,1540,163920836,0,0
streams,117,258.13537221200386,10000,17047.374922728908,4484.8228292223175,1601.7682599995169,187.36314254666195,114077696,33816576,1549,165334822,0,0
streams,118,260.17684961200575,10000,15856.624754282611,4957.604197472455,1354.7395679997862,183.28429931260095,114728960,34467840,1559,166749251,0,0
streams,119,262.240557586003,10000,15926.250122432648,4890.254600731476,1379.4595380022656,184.0016842326862,115122176,34861056,1569,168163815,0,0
streams,120,264.8280458740046,10000,10819.117214417787,3901.543432516589,1630.558832002862,122.94033942086583,116088832,35827712,1580,169572922,0,0
streams,121,266.9146949770002,10000,17222.172697837377,4834.615598614967,1460.9827859967481,190.43378624634283,116453376,36192256,1589,170987952,0,0
streams,122,268.91589192200627,10000,17113.317112668632,5042.022868169804,1364.7961699971347,190.52706073114138,116518912,36257792,1600,172402814,0,0
streams,123,271.3057195970032,10000,10422.868197241532,4222.323353896226,1423.234654997941,121.11373939595866,116658176,36397056,1610,173812767,0,0
streams,124,273.46275614500337,10000,17175.344168898722,4674.877745348569,1523.6847940032021,191.32964615163007,116752384,36491264,1620,175227136,0,0
streams,125,275.5194275810063,10000,15008.45631964406,4907.508563965509,1341.423420002684,173.7104446922937,116879360,36618240,1630,176640642,0,0
streams,126,277.6690945730006,10000,14680.57821756033,4692.3651879317185,1433.4224819976953,172.72249517432664,116883456,36622336,1640,178053695,0,0
streams,127,280.1208086629995,10000,11716.133851351933,4119.672114664855,1564.3476080003893,130.5904058136949,116703232,36442112,1649,179463215,0,0
streams,128,282.26436255900626,10000,15649.632692997773,4706.03944827936,1440.8956080005737,179.9870262350712,116879360,36618240,1659,180877833,0,0
streams,129,284.32920648599975,10000,15826.037486588875,4886.012972104359,1398.3020019950345,181.5582472244177,117030912,36769792,1669,182291057,0,0
streams,130,286.68884688000253,10000,9991.84533528101,4280.506411869322,1354.520547996799,116.41921245527853,117100544,36839424,1679,183699241,0,0
streams,131,288.9400709420006,10000,17164.09999217733,4481.406069899171,1616.5859079992515,190.373048343723,117149696,36888576,1689,185113896,0,0
streams,132,290.98759677899943,10000,16409.823392958748,4927.416763730218,1416.7439640004886,180.80625630504528,117309440,37048320,1698,186527847,0,0
streams,133,293.0089571810022,10000,16865.083275119014,5007.339322347087,1382.3249940032838,189.53958810004113,117379072,37117952,1708,187942228,0,0
streams,134,295.6548494950039,10000,9893.234792206613,3815.10291720335,1579.3492410011822,118.48840288098337,117391360,37130240,1719,189348651,0,0
streams,135,297.68281356500665,10000,17029.018262816982,4979.127938818792,1385.475128001417,189.48826272625195,115785728,35524608,1729,190763279,0,0
streams,136,299.7121316900011,10000,17199.975085631362,4972.160500442772,1405.122404001304,192.19006080641225,117362688,37101568,1739,192177675,0,0
streams,137,302.12058882200654,10000,9903.088779281581,4205.628557635868,1380.9238500034553,116.2768802181106,117538816,37277696,1748,193585959,0,0
streams,138,304.5968043160028,10000,11578.218285590763,4069.627231139354,1581.5967230009846,145.09091933126192,117469184,37208064,1758,194997830,0,0
streams,139,306.5734251880058,10000,16854.611086558743,5107.14160006329,1342.8764330019476,191.20427001903684,117538816,37277696,1768,196411623,0,0
streams,140,308.6257539790022,10000,16489.11987606378,4916.576488866361,1429.3862909980817,186.42658968763072,117305344,37044224,1778,197826123,0,0
streams,141,311.2357349619997,10000,9621.386260377176,3863.409218086178,1659.47004899499,117.57657192545075,117555200,37294080,1788,199234342,0,0
streams,142,313.28907727400656,10000,15280.118229224776,4930.246417646997,1340.523425998981,178.37281999563842,117583872,37322752,1797,200647388,0,0
streams,143,315.3351023140058,10000,16361.162371319355,4932.4160476595025,1373.1035200034967,189.3997935055546,117645312,37384192,1807,202061235,0,0
streams,144,317.70240758300497,10000,10992.971261226976,4261.411896254374,1436.893013997178,123.01125409343719,115970048,35708928,1817,203470462,0,0
streams,145,320.0160679210021,10000,15748.134020151076,4365.726512836427,1638.3521090028808,178.6476469755674,117452800,37191680,1827,204884855,0,0
streams,146,322.0439172700062,10000,16227.113617790543,4991.5531465151735,1355.3657989978092,181.2194134233354,117846016,37584896,1837,206299519,0,0
streams,147,324.0673051420017,10000,17677.916656559235,4992.276653487967,1406.5853040010552,195.31733130586284,117960704,37699584,1846,207714417,0,0
streams,148,326.6494258090024,10000,11274.377475829873,3907.325276074511,1661.1392369959503,125.97798459909893,117915648,37654528,1856,209122956,0,0
streams,149,328.8533000410025,10000,13202.481462330345,4575.147900000201,1429.9649609965854,159.548594510352,117985280,37724160,1866,210534947,0,0
streams,150,330.8607292000015,10000,16274.760850388055,5026.766806867441,1364.0111290005734,183.13700207751268,117989376,37728256,1876,211949942,0,0
streams,151,333.22631175200513,10000,11056.809803564156,4264.542637857612,1443.8560280032107,125.74026416830763,117993472,37732352,1886,213359159,0,0
streams,152,335.4775810210049,10000,18134.378680022874,4477.469008118311,1648.5758619965054,198.90947898128383,117997568,37736448,1895,214773385,0,0
streams,153,337.5967657910005,10000,13812.176444492974,4760.111269855582,1363.1391529997927,169.67954341691066,118202368,37941248,1905,216187320,0,0
streams,154,339.55413509800564,10000,16140.029319025001,5160.219540386666,1296.6160269934335,178.06960152233262,118132736,37871616,1915,217600642,0,0
streams,155,342.2296503239995,10000,10275.411177870472,3775.004180445203,1668.3671269929619,115.16246968920399,117874688,37613568,1925,219008324,0,0
streams,156,344.36171904300136,10000,16933.61721156393,4730.138241413341,1483.9837690014974,189.1568545584895,118185984,37924864,1935,220422946,0,0
streams,157,346.4625156080001,10000,13828.948674578765,4823.4680373334195,1332.2426840022672,165.77488579957526,118185984,37924864,1944,221835827,0,0
streams,158,348.695036697005,10000,11852.920307357774,4519.998628158526,1337.3394270020071,135.13903336734018,118120448,37859328,1954,223245890,0,0
streams,159,351.1132953010019,10000,14519.271979256973,4165.525600764256,1705.9254499981762,163.00229909627782,117891072,37629952,1964,224658698,0,0
streams,160,353.1795335220013,10000,16211.351934427714,4882.679499436284,1410.617892004666,182.68052694118109,117989376,37728256,1974,226073221,0,0
streams,161,355.241249180006,10000,14306.007991593582,4909.775124643356,1318.4734329988714,170.266737049642,117989376,37728256,1984,227488129,0,0
streams,162,357.6423848170016,10000,11844.330621248035,4201.886435818372,1514.1101710032672,132.55504465876538,118009856,37748736,1993,228897533,0,0
streams,163,359.73315652400197,10000,17826.53272658581,4823.747718300052,1473.6783719999949,195.6468616039448,117112832,36851712,2003,230312016,0,0
streams,164,361.85848352299945,10000,13860.333022315408,4745.98499256848,1394.8391929952777,166.6903816969311,117161984,36900864,2013,231724666,0,0
streams,165,363.9782709660067,10000,13204.234389418352,4765.59474830767,1325.239131001581,146.55264106130693,117354496,37093376,2023,233137187,0,0
streams,166,366.4703741160047,10000,14021.993676651144,4041.991269139263,1728.5008269973332,158.2085913415849,117338112,37076992,2033,234549128,0,0
streams,167,368.51950485600537,10000,17048.129561644462,4922.584204202467,1422.1350429943413,191.8595189866237,117485568,37224448,2042,235963838,0,0
streams,168,370.6354250860022,10000,13617.904375056602,4766.797966264688,1341.5984870007378,167.3024364168037,117493760,37232640,2052,237377873,0,0
streams,169,372.98499757500394,10000,11800.506578479894,4293.439632968507,1469.36973999982,133.8413630778676,117579776,37318656,2062,238788420,0,0
streams,170,375.2316278590006,10000,15843.27279403337,4489.910162760443,1547.589310001058,182.23339238785724,117583872,37322752,2072,240202514,0,0
streams,171,377.2636258260027,10000,16548.40497985248,4965.372487827205,1392.8083869977854,185.8307123723376,117587968,37326848,2082,241615889,0,0
streams,172,379.4337480680042,10000,12703.281467012554,4664.597421389291,1338.7538900060463,149.55696950262038,117600256,37339136,2091,243028224,0,0
streams,173,381.9648841410017,10000,11133.002019566487,3981.3271980171726,1609.1291949996958,126.11349294198926,117682176,37421056,2101,244437880,0,0
streams,174,384.024283302002,10000,16668.027194478123,4907.014520973438,1431.3596420033718,187.2408363676337,117846016,37584896,2111,245852168,0,0
streams,175,386.05896077500074,10000,17294.602585176846,4958.413250079993,1410.9562079975149,193.8167584534541,117755904,37494784,2121,247266883,0,0
streams,176,388.4645934520013,10000,10021.513202413045,4204.729063744226,1390.503581998928,119.07216295009555,117641216,37380096,2131,248675634,0,0
streams,177,390.65006539000024,10000,17241.9422894576,4613.567058042515,1549.734370004444,192.90502143983164,117710848,37449728,2141,250090603,0,0
streams,178,392.64188550700055,10000,18239.877835332747,5066.350771329834,1404.310712001461,198.80895987056283,117637120,37376000,2150,251505278,0,0
streams,179,394.7505810319999,10000,15002.503602840605,4790.563096593852,1410.811679001199,174.0323166894563,117735424,37474304,2160,252919212,0,0
streams,180,397.29084821800643,10000,10250.07170667187,3974.36980421248,1535.9452560005593,118.4611210438018,117751808,37490688,2170,254328938,0,0
streams,181,399.43531247400097,10000,15211.98294506326,4705.180882443741,1422.2660239975085,174.25682165366473,117735424,37474304,2180,255742902,0,0
streams,182,401.42797498599975,10000,16998.507044870843,5072.980609277047,1360.0825870016706,190.11589102685159,117739520,37478400,2190,257157072,0,0
streams,183,403.8999501010039,10000,9151.509982343585,4077.6310390585863,1475.324739003554,110.00045209361731,118050816,37789696,2199,258564394,0,0
streams,184,406.1689184200004,10000,15853.137548361043,4455.410486881314,1573.4898730006535,182.95236135347068,117297152,37036032,2209,259979108,0,0
streams,185,408.18169439300254,10000,17101.3818258408,5012.610607959139,1370.5410690017743,192.25170181585705,121368576,41107456,2219,261392979,0,0
streams,186,410.2229989719999,10000,16976.45923442561,4942.909503971151,1409.068627996021,191.34164198287488,121589760,41328640,2229,262808002,0,0
streams,187,412.783001734002,10000,9982.626855173723,3948.2443536049313,1527.866404998349,119.84255854171033,121659392,41398272,2239,264216426,0,0
streams,188,414.7982899800045,10000,17716.064363547855,5008.652329202384,1382.1855360001791,194.89848688843452,121749504,41488384,2248,265630919,0,0
streams,189,416.86642842100264,10000,17027.996263324905,4880.383918006919,1447.7398290036945,188.18042353307112,121810944,41549824,2258,267044662,0,0
streams,190,419.2170087900013,10000,11196.236131792632,4290.22599585745,1425.6654280034127,126.49163241456827,121864192,41603072,2268,268455975,0,0
streams,191,421.65457846800564,10000,12040.719270713711,4133.579165280336,1575.4070080001839,150.1389268423818,121872384,41611264,2278,269869274,0,0
streams,192,423.6547387030005,10000,15408.77929006164,5046.781741405706,1325.1780569989933,181.03121039614436,121741312,41480192,2288,271282985,0,0
streams,193,425.7201470930013,10000,17189.841025390193,4888.797502926058,1443.6862459988333,188.55367747752067,121847808,41586688,2297,272697078,0,0
streams,194,428.282159512004,10000,10831.865744641284,3938.185600823605,1653.0173709979863,125.09148731957013,121966592,41705472,2307,274106339,0,0
streams,195,430.45011313700525,10000,15092.994830971422,4651.333260973424,1448.428691997833,177.41373033035538,122007552,41746432,2317,275520338,0,0
streams,196,432.3973587820001,10000,17252.203253521457,5182.910423457747,1331.5936670041992,190.14914738564505,122015744,41754624,2327,276935114,0,0
streams,197,434.64082370899996,10000,12308.14662603875,4499.547885659087,1393.0134170004749,139.57801401178122,122019840,41758720,2337,278346551,0,0
streams,198,436.99531906700577,10000,14736.541814741287,4282.367295111739,1664.2530460012495,162.91897329259527,122032128,41771008,2346,279758377,0,0
streams,199,438.9308739190019,10000,16657.953973713567,5215.112294832933,1303.2411150052212,186.96390533381634,122109952,41848832,2356,281173465,0,0
streams,200,441.0304915000015,10000,16292.33331044503,4818.027045191322,1442.5055959945894,186.54071397144713,122044416,41783296,2366,282587799,0,0
streams,201,443.51592946000164,10000,12217.439742039891,4061.151414462715,1655.39927300415,129.95401393504838,123633664,43372544,2375,283998724,0,0
streams,202,445.7487534950051,10000,13623.712242165124,4514.0955993585485,1470.4827629975625,159.78650438455875,120918016,40656896,2381,285411229,0,0
streams,203,447.7853392640027,10000,16106.7976292203,4954.864226697927,1408.2723139945301,185.5870785747902,112332800,32071680,2391,286825860,0,0
